Row_ID,Order_ID,Product_ID,Category,Sub_Category,Segment
44502,UP-2011-3090,FUR-HON-10002424,Furniture,Chairs,Home Office
44503,UP-2011-3090,OFF-FEL-10002897,Office Supplies,Storage,Home Office
44229,CA-2011-1800,TEC-APP-10004912,Technology,Phones,Consumer
14536,ES-2011-1517387,OFF-AR-10001418,Office Supplies,Art,Consumer
48597,UP-2011-3730,TEC-KON-10002194,Technology,Machines,Consumer
21443,IN-2011-56738,FUR-FU-10002210,Furniture,Furnishings,Corporate
26925,IN-2011-26946,FUR-CH-10001465,Furniture,Chairs,Consumer
26926,IN-2011-26946,OFF-EN-10004495,Office Supplies,Envelopes,Consumer
11106,ES-2011-2010166,TEC-AC-10004791,Technology,Accessories,Corporate
30176,ID-2011-50144,TEC-PH-10001619,Technology,Phones,Consumer
48591,UP-2011-3730,FUR-SAF-10004530,Furniture,Bookcases,Consumer
15219,ES-2011-3893444,OFF-ST-10000875,Office Supplies,Storage,Consumer
39606,CA-2011-168312,OFF-ST-10003692,Office Supplies,Storage,Consumer
44501,UP-2011-3090,OFF-STA-10000298,Office Supplies,Art,Home Office
15220,ES-2011-3893444,OFF-ST-10000988,Office Supplies,Storage,Consumer
39247,CA-2011-131009,OFF-ST-10001469,Office Supplies,Storage,Consumer
39246,CA-2011-131009,FUR-FU-10001095,Furniture,Furnishings,Consumer
48594,UP-2011-3730,TEC-STA-10004927,Technology,Machines,Consumer
44227,CA-2011-1800,OFF-ACC-10004692,Office Supplies,Binders,Consumer
12530,ES-2011-1416586,TEC-MA-10001825,Technology,Machines,Home Office
21919,IN-2011-59986,OFF-SU-10001770,Office Supplies,Supplies,Consumer
30177,ID-2011-50144,OFF-PA-10000116,Office Supplies,Paper,Consumer
48598,UP-2011-3730,OFF-ELD-10002578,Office Supplies,Storage,Consumer
13133,ES-2011-1705541,OFF-AR-10004884,Office Supplies,Art,Corporate
12529,ES-2011-1416586,OFF-AR-10000505,Office Supplies,Art,Home Office
12531,ES-2011-1416586,OFF-ST-10000127,Office Supplies,Storage,Home Office
44225,CA-2011-1800,OFF-OIC-10002161,Office Supplies,Fasteners,Consumer
44226,CA-2011-1800,OFF-HON-10001783,Office Supplies,Labels,Consumer
48592,UP-2011-3730,FUR-NOV-10004962,Furniture,Chairs,Consumer
39244,CA-2011-131009,OFF-FA-10004395,Office Supplies,Fasteners,Consumer
37845,CA-2011-113880,OFF-PA-10003036,Office Supplies,Paper,Home Office
44500,UP-2011-3090,OFF-HON-10000137,Office Supplies,Labels,Home Office
48590,UP-2011-3730,OFF-TEN-10001585,Office Supplies,Storage,Consumer
21918,IN-2011-59986,OFF-BI-10004436,Office Supplies,Binders,Consumer
22736,IN-2011-52146,OFF-BI-10000583,Office Supplies,Binders,Consumer
15299,ES-2011-3227800,OFF-BI-10003650,Office Supplies,Binders,Consumer
48596,UP-2011-3730,OFF-TEN-10003211,Office Supplies,Storage,Consumer
50129,NI-2011-190,OFF-HOO-10002386,Office Supplies,Appliances,Corporate
37010,US-2011-143707,TEC-PH-10003655,Technology,Phones,Home Office
15978,IT-2011-3468929,TEC-PH-10003963,Technology,Phones,Corporate
11954,ES-2011-4237527,OFF-BI-10003705,Office Supplies,Binders,Consumer
22377,ID-2011-77192,FUR-BO-10003408,Furniture,Bookcases,Corporate
11956,ES-2011-4237527,OFF-AR-10000399,Office Supplies,Art,Consumer
592,US-2011-132899,TEC-PH-10002871,Technology,Phones,Corporate
22029,ID-2011-72096,OFF-BI-10004651,Office Supplies,Binders,Home Office
3683,US-2011-148852,OFF-AP-10002753,Office Supplies,Appliances,Corporate
11955,ES-2011-4237527,TEC-AC-10004379,Technology,Accessories,Consumer
594,US-2011-132899,TEC-AC-10002760,Technology,Accessories,Corporate
2464,MX-2011-167773,TEC-AC-10003851,Technology,Accessories,Consumer
596,US-2011-132899,FUR-CH-10004783,Furniture,Chairs,Corporate
591,US-2011-132899,OFF-ST-10001374,Office Supplies,Storage,Corporate
593,US-2011-132899,OFF-AR-10001991,Office Supplies,Art,Corporate
595,US-2011-132899,FUR-FU-10003283,Furniture,Furnishings,Corporate
22376,ID-2011-77192,OFF-ST-10004857,Office Supplies,Storage,Corporate
32669,US-2011-157021,OFF-LA-10002312,Office Supplies,Labels,Consumer
22028,ID-2011-72096,OFF-ST-10003319,Office Supplies,Storage,Home Office
2465,MX-2011-167773,OFF-BI-10000188,Office Supplies,Binders,Consumer
39250,CA-2011-138359,OFF-ST-10000636,Office Supplies,Storage,Corporate
3684,US-2011-148852,OFF-BI-10004305,Office Supplies,Binders,Corporate
2463,MX-2011-167773,OFF-BI-10002222,Office Supplies,Binders,Consumer
32670,US-2011-157021,OFF-BI-10000042,Office Supplies,Binders,Consumer
39251,CA-2011-138359,OFF-BI-10000145,Office Supplies,Binders,Corporate
22375,ID-2011-77192,OFF-LA-10001764,Office Supplies,Labels,Corporate
590,US-2011-132899,OFF-EN-10002226,Office Supplies,Envelopes,Corporate
21617,IN-2011-30824,FUR-CH-10003841,Furniture,Chairs,Home Office
15780,ES-2011-3108517,FUR-BO-10004254,Furniture,Bookcases,Corporate
31544,CA-2011-131926,OFF-AP-10002945,Office Supplies,Appliances,Home Office
33498,US-2011-165659,TEC-PH-10002563,Technology,Phones,Consumer
31541,CA-2011-131926,FUR-CH-10004063,Furniture,Chairs,Home Office
16113,ES-2011-5940123,TEC-AC-10000140,Technology,Accessories,Corporate
5434,MX-2011-147158,FUR-BO-10002084,Furniture,Bookcases,Corporate
16114,ES-2011-5940123,TEC-AC-10002263,Technology,Accessories,Corporate
8431,MX-2011-136322,TEC-AC-10001082,Technology,Accessories,Corporate
16115,ES-2011-5940123,OFF-ST-10000127,Office Supplies,Storage,Corporate
8767,MX-2011-144743,TEC-PH-10004888,Technology,Phones,Home Office
8136,MX-2011-105494,OFF-AR-10003336,Office Supplies,Art,Home Office
13637,ES-2011-1441570,TEC-PH-10003770,Technology,Phones,Corporate
47598,TU-2011-7020,OFF-FEL-10001865,Office Supplies,Storage,Consumer
16342,ES-2011-1010958,OFF-EN-10003465,Office Supplies,Envelopes,Consumer
2730,MX-2011-137946,TEC-AC-10003738,Technology,Accessories,Corporate
31604,CA-2011-111003,OFF-AR-10002135,Office Supplies,Art,Home Office
10326,ES-2011-2801336,OFF-BI-10002225,Office Supplies,Binders,Home Office
40446,US-2011-157070,OFF-BI-10001765,Office Supplies,Binders,Corporate
30911,IN-2011-80272,OFF-ST-10004972,Office Supplies,Storage,Consumer
16343,ES-2011-1010958,OFF-BI-10004924,Office Supplies,Binders,Consumer
31542,CA-2011-131926,OFF-ST-10002276,Office Supplies,Storage,Home Office
50987,PL-2011-3160,TEC-ENE-10002686,Technology,Accessories,Consumer
50989,PL-2011-3160,OFF-SME-10002823,Office Supplies,Storage,Consumer
40447,US-2011-157070,OFF-AP-10004859,Office Supplies,Appliances,Corporate
21618,IN-2011-30824,FUR-CH-10001204,Furniture,Chairs,Home Office
31543,CA-2011-131926,OFF-PA-10004082,Office Supplies,Paper,Home Office
21192,IN-2011-71634,OFF-EN-10002007,Office Supplies,Envelopes,Corporate
47600,TU-2011-7020,OFF-WIL-10002233,Office Supplies,Binders,Consumer
47599,TU-2011-7020,OFF-KRA-10000492,Office Supplies,Envelopes,Consumer
47597,TU-2011-7020,OFF-SAN-10002839,Office Supplies,Art,Consumer
15778,ES-2011-3108517,OFF-BI-10000179,Office Supplies,Binders,Corporate
33497,US-2011-165659,FUR-FU-10001935,Furniture,Furnishings,Consumer
31545,CA-2011-131926,OFF-PA-10000061,Office Supplies,Paper,Home Office
15779,ES-2011-3108517,OFF-EN-10002849,Office Supplies,Envelopes,Corporate
18055,ES-2011-4040727,OFF-BI-10003440,Office Supplies,Binders,Corporate
44800,SO-2011-3360,OFF-STO-10000683,Office Supplies,Fasteners,Consumer
31603,CA-2011-111003,OFF-BI-10001072,Office Supplies,Binders,Home Office
44799,SO-2011-3360,OFF-ADV-10004875,Office Supplies,Fasteners,Consumer
50988,PL-2011-3160,OFF-IBI-10001640,Office Supplies,Binders,Consumer
25451,ID-2011-69142,FUR-TA-10003747,Furniture,Tables,Home Office
32615,CA-2011-160773,TEC-PH-10004586,Technology,Phones,Corporate
25452,ID-2011-69142,FUR-TA-10003185,Furniture,Tables,Home Office
2107,MX-2011-126641,OFF-AR-10000019,Office Supplies,Art,Corporate
2109,MX-2011-126641,FUR-BO-10004567,Furniture,Bookcases,Corporate
2108,MX-2011-126641,OFF-PA-10001170,Office Supplies,Paper,Corporate
12319,ES-2011-5729514,OFF-AR-10003217,Office Supplies,Art,Consumer
50374,NI-2011-3020,FUR-ELD-10000857,Furniture,Furnishings,Corporate
32012,CA-2011-153150,OFF-BI-10003355,Office Supplies,Binders,Corporate
50375,NI-2011-3020,OFF-ACC-10001285,Office Supplies,Binders,Corporate
32616,CA-2011-160773,OFF-BI-10000546,Office Supplies,Binders,Corporate
22530,IN-2011-75673,TEC-CO-10000129,Technology,Copiers,Consumer
22532,IN-2011-75673,TEC-MA-10000429,Technology,Machines,Consumer
44795,TU-2011-9230,FUR-OFF-10002542,Furniture,Chairs,Consumer
42196,SU-2011-3310,FUR-SAF-10002180,Furniture,Chairs,Consumer
19481,ES-2011-2264751,FUR-CH-10003440,Furniture,Chairs,Consumer
19084,ES-2011-5532122,TEC-AC-10001486,Technology,Accessories,Home Office
49401,LO-2011-7110,OFF-ROG-10001399,Office Supplies,Storage,Consumer
44045,EG-2011-8320,OFF-STA-10004108,Office Supplies,Art,Consumer
49398,LO-2011-7110,OFF-CUI-10000140,Office Supplies,Appliances,Consumer
19087,ES-2011-5532122,OFF-ST-10003414,Office Supplies,Storage,Home Office
41775,NI-2011-4760,OFF-HOO-10002715,Office Supplies,Appliances,Corporate
19086,ES-2011-5532122,OFF-FA-10001097,Office Supplies,Fasteners,Home Office
22531,IN-2011-75673,OFF-EN-10004173,Office Supplies,Envelopes,Consumer
27409,IN-2011-77885,FUR-BO-10003086,Furniture,Bookcases,Consumer
48465,SA-2011-4390,OFF-STI-10002716,Office Supplies,Supplies,Consumer
19085,ES-2011-5532122,OFF-AR-10001418,Office Supplies,Art,Home Office
51033,NI-2011-5880,OFF-CAR-10004661,Office Supplies,Binders,Consumer
41772,NI-2011-4760,OFF-ELD-10000151,Office Supplies,Storage,Corporate
49400,LO-2011-7110,FUR-TEN-10000407,Furniture,Furnishings,Consumer
27408,IN-2011-77885,TEC-AC-10003734,Technology,Accessories,Consumer
33137,CA-2011-117345,OFF-PA-10002377,Office Supplies,Paper,Corporate
33136,CA-2011-117345,OFF-AP-10001005,Office Supplies,Appliances,Corporate
44792,TU-2011-9230,OFF-ACM-10003510,Office Supplies,Supplies,Consumer
33135,CA-2011-117345,FUR-FU-10000629,Furniture,Furnishings,Corporate
46418,TU-2011-9700,TEC-SAN-10003793,Technology,Accessories,Corporate
33469,CA-2011-152296,OFF-BI-10004506,Office Supplies,Binders,Consumer
49399,LO-2011-7110,OFF-CAR-10000687,Office Supplies,Binders,Consumer
41773,NI-2011-4760,OFF-IBI-10004074,Office Supplies,Binders,Corporate
27410,IN-2011-77885,OFF-PA-10000048,Office Supplies,Paper,Consumer
46170,IR-2011-6870,OFF-AVE-10004708,Office Supplies,Binders,Corporate
41774,NI-2011-4760,OFF-AVE-10004570,Office Supplies,Binders,Corporate
48466,SA-2011-4390,OFF-ADV-10004598,Office Supplies,Fasteners,Consumer
42197,SU-2011-3310,OFF-AVE-10003504,Office Supplies,Labels,Consumer
41694,TU-2011-2420,TEC-ENE-10000895,Technology,Accessories,Corporate
33134,CA-2011-117345,OFF-LA-10000240,Office Supplies,Labels,Corporate
50866,CG-2011-7090,OFF-HAR-10001855,Office Supplies,Labels,Corporate
44794,TU-2011-9230,OFF-STA-10002719,Office Supplies,Art,Consumer
33707,CA-2011-162684,OFF-FA-10000992,Office Supplies,Fasteners,Home Office
44793,TU-2011-9230,OFF-FEL-10000998,Office Supplies,Storage,Consumer
41776,NI-2011-4760,OFF-CAR-10002054,Office Supplies,Binders,Corporate
27369,IN-2011-25070,OFF-ST-10003295,Office Supplies,Storage,Consumer
18577,ES-2011-4993245,TEC-MA-10004669,Technology,Machines,Consumer
27371,IN-2011-25070,OFF-ST-10004837,Office Supplies,Storage,Consumer
27372,IN-2011-25070,TEC-PH-10002042,Technology,Phones,Consumer
3788,MX-2011-126949,OFF-PA-10004294,Office Supplies,Paper,Consumer
27370,IN-2011-25070,FUR-CH-10000974,Furniture,Chairs,Consumer
14029,IT-2011-4081442,OFF-ST-10002263,Office Supplies,Storage,Corporate
39539,CA-2011-109855,TEC-AC-10002842,Technology,Accessories,Consumer
46208,CA-2011-3200,TEC-APP-10002321,Technology,Phones,Corporate
5460,MX-2011-141782,FUR-BO-10004082,Furniture,Bookcases,Home Office
5461,MX-2011-141782,FUR-CH-10004095,Furniture,Chairs,Home Office
30441,IN-2011-82337,FUR-FU-10001098,Furniture,Furnishings,Consumer
9045,MX-2011-110555,OFF-AP-10001049,Office Supplies,Appliances,Corporate
8048,MX-2011-145380,OFF-ST-10003056,Office Supplies,Storage,Corporate
34491,CA-2011-165428,OFF-PA-10004100,Office Supplies,Paper,Consumer
11098,IT-2011-4626649,OFF-BI-10002894,Office Supplies,Binders,Home Office
8047,MX-2011-145380,OFF-SU-10002962,Office Supplies,Supplies,Corporate
24068,ID-2011-57326,OFF-SU-10001308,Office Supplies,Supplies,Consumer
11099,IT-2011-4626649,OFF-BI-10004028,Office Supplies,Binders,Home Office
12375,ES-2011-2123345,OFF-AR-10000659,Office Supplies,Art,Home Office
45708,EG-2011-1630,OFF-ROG-10000332,Office Supplies,Storage,Consumer
39538,CA-2011-109855,OFF-BI-10004716,Office Supplies,Binders,Consumer
32458,CA-2011-126522,OFF-AR-10004042,Office Supplies,Art,Consumer
9046,MX-2011-110555,OFF-AR-10000493,Office Supplies,Art,Corporate
16360,ES-2011-2095931,OFF-LA-10004709,Office Supplies,Labels,Corporate
46827,SO-2011-6480,OFF-HON-10001132,Office Supplies,Labels,Corporate
34490,CA-2011-165428,OFF-BI-10002949,Office Supplies,Binders,Consumer
42692,KE-2011-6940,TEC-SAN-10003238,Technology,Accessories,Corporate
6860,MX-2011-133662,TEC-CO-10001177,Technology,Copiers,Consumer
49960,HU-2011-7450,OFF-IBI-10000959,Office Supplies,Binders,Consumer
43388,CG-2011-8400,OFF-ELD-10000967,Office Supplies,Storage,Consumer
42691,KE-2011-6940,OFF-CUI-10004536,Office Supplies,Appliances,Corporate
8419,US-2011-154767,OFF-EN-10003898,Office Supplies,Envelopes,Corporate
6861,MX-2011-133662,OFF-FA-10003034,Office Supplies,Fasteners,Consumer
42690,KE-2011-6940,OFF-IBI-10001951,Office Supplies,Binders,Corporate
43389,CG-2011-8400,OFF-IBI-10002486,Office Supplies,Binders,Consumer
40002,US-2011-132745,OFF-FA-10000254,Office Supplies,Fasteners,Home Office
32103,CA-2011-134313,TEC-PH-10001795,Technology,Phones,Consumer
23849,IN-2011-47701,TEC-AC-10002914,Technology,Accessories,Consumer
14794,IT-2011-4243443,TEC-CO-10000013,Technology,Copiers,Consumer
48319,SA-2011-1130,TEC-ENE-10000154,Technology,Accessories,Home Office
21077,ID-2011-77619,OFF-ST-10004576,Office Supplies,Storage,Consumer
50931,CA-2011-5260,TEC-CAN-10003392,Technology,Copiers,Consumer
48321,SA-2011-1130,OFF-STA-10000298,Office Supplies,Art,Home Office
17719,ES-2011-4915337,OFF-ST-10000624,Office Supplies,Storage,Consumer
35365,CA-2011-102673,TEC-PH-10004434,Technology,Phones,Corporate
34128,CA-2011-148915,OFF-ST-10001128,Office Supplies,Storage,Consumer
3035,MX-2011-114741,FUR-BO-10001781,Furniture,Bookcases,Corporate
21079,ID-2011-77619,OFF-BI-10001032,Office Supplies,Binders,Consumer
17718,ES-2011-4915337,FUR-BO-10000022,Furniture,Bookcases,Consumer
20238,IT-2011-4711868,OFF-ST-10002159,Office Supplies,Storage,Consumer
21080,ID-2011-77619,OFF-SU-10002388,Office Supplies,Supplies,Consumer
21078,ID-2011-77619,OFF-ST-10003964,Office Supplies,Storage,Consumer
8447,MX-2011-135104,TEC-CO-10000043,Technology,Copiers,Home Office
43893,TZ-2011-1130,TEC-STA-10000546,Technology,Machines,Corporate
17720,ES-2011-4915337,TEC-CO-10003124,Technology,Copiers,Consumer
21082,ID-2011-77619,OFF-AP-10002882,Office Supplies,Appliances,Consumer
38855,US-2011-137155,OFF-AP-10002518,Office Supplies,Appliances,Consumer
21076,ID-2011-77619,OFF-EN-10002140,Office Supplies,Envelopes,Consumer
50930,CA-2011-5260,TEC-OKI-10001062,Technology,Machines,Consumer
28954,IN-2011-30341,FUR-CH-10001477,Furniture,Chairs,Consumer
17722,ES-2011-4915337,OFF-ST-10004695,Office Supplies,Storage,Consumer
17066,ES-2011-5383642,OFF-ST-10004020,Office Supplies,Storage,Consumer
28953,IN-2011-30341,OFF-BI-10001744,Office Supplies,Binders,Consumer
50932,CA-2011-5260,OFF-SME-10003752,Office Supplies,Storage,Consumer
21084,ID-2011-77619,FUR-CH-10004572,Furniture,Chairs,Consumer
23848,IN-2011-47701,OFF-SU-10003803,Office Supplies,Supplies,Consumer
17721,ES-2011-4915337,OFF-SU-10001578,Office Supplies,Supplies,Consumer
17065,ES-2011-5383642,OFF-AR-10000184,Office Supplies,Art,Consumer
21075,ID-2011-77619,OFF-ST-10003547,Office Supplies,Storage,Consumer
14261,ES-2011-3257006,OFF-ST-10004739,Office Supplies,Storage,Consumer
17064,ES-2011-5383642,OFF-PA-10003359,Office Supplies,Paper,Consumer
39685,CA-2011-139423,OFF-AP-10004708,Office Supplies,Appliances,Corporate
17067,ES-2011-5383642,TEC-AC-10001226,Technology,Accessories,Consumer
48085,TU-2011-5840,TEC-SAM-10001017,Technology,Phones,Home Office
36124,CA-2011-152562,OFF-ST-10000464,Office Supplies,Storage,Corporate
6937,US-2011-151624,FUR-CH-10003697,Furniture,Chairs,Consumer
41165,CA-2011-114195,FUR-FU-10002253,Furniture,Furnishings,Corporate
23847,IN-2011-47701,OFF-EN-10000657,Office Supplies,Envelopes,Consumer
3034,MX-2011-114741,OFF-PA-10002382,Office Supplies,Paper,Corporate
20239,IT-2011-4711868,OFF-ST-10001818,Office Supplies,Storage,Consumer
49416,MO-2011-8450,TEC-EPS-10001323,Technology,Machines,Corporate
21083,ID-2011-77619,TEC-MA-10004064,Technology,Machines,Consumer
20236,IT-2011-4711868,OFF-BI-10004220,Office Supplies,Binders,Consumer
20237,IT-2011-4711868,OFF-BI-10000323,Office Supplies,Binders,Consumer
46411,TU-2011-6640,OFF-STA-10004163,Office Supplies,Art,Home Office
8446,MX-2011-135104,OFF-ST-10000423,Office Supplies,Storage,Home Office
35364,CA-2011-102673,OFF-LA-10001771,Office Supplies,Labels,Corporate
34129,CA-2011-148915,TEC-PH-10000673,Technology,Phones,Consumer
48083,TU-2011-5840,TEC-ENE-10004728,Technology,Accessories,Home Office
21081,ID-2011-77619,OFF-SU-10003651,Office Supplies,Supplies,Consumer
45070,EG-2011-120,OFF-AVE-10004556,Office Supplies,Binders,Consumer
48320,SA-2011-1130,OFF-AVE-10004556,Office Supplies,Binders,Home Office
38856,US-2011-137155,OFF-PA-10000806,Office Supplies,Paper,Consumer
8445,MX-2011-135104,OFF-LA-10002401,Office Supplies,Labels,Home Office
37192,CA-2011-168305,OFF-LA-10003498,Office Supplies,Labels,Home Office
6913,MX-2011-108560,OFF-LA-10000116,Office Supplies,Labels,Consumer
32102,CA-2011-134313,OFF-AR-10001897,Office Supplies,Art,Consumer
44459,AL-2011-4500,OFF-BIN-10004569,Office Supplies,Art,Corporate
44461,AL-2011-4500,OFF-AVE-10002892,Office Supplies,Binders,Corporate
38857,US-2011-137155,FUR-FU-10003142,Furniture,Furnishings,Consumer
35455,CA-2011-126907,OFF-PA-10000533,Office Supplies,Paper,Corporate
44460,AL-2011-4500,OFF-SAN-10002441,Office Supplies,Art,Corporate
41167,CA-2011-114195,OFF-BI-10001658,Office Supplies,Binders,Corporate
1416,MX-2011-114790,OFF-FA-10003496,Office Supplies,Fasteners,Consumer
48082,TU-2011-5840,OFF-CAR-10002942,Office Supplies,Binders,Home Office
48086,TU-2011-5840,OFF-ELD-10000967,Office Supplies,Storage,Home Office
35363,CA-2011-102673,OFF-AR-10000634,Office Supplies,Art,Corporate
37193,CA-2011-168305,OFF-PA-10004947,Office Supplies,Paper,Home Office
36125,CA-2011-152562,OFF-AR-10001919,Office Supplies,Art,Corporate
48084,TU-2011-5840,OFF-SME-10000335,Office Supplies,Storage,Home Office
35362,CA-2011-102673,OFF-FA-10003021,Office Supplies,Fasteners,Corporate
41166,CA-2011-114195,OFF-BI-10000494,Office Supplies,Binders,Corporate
33088,CA-2011-120474,FUR-CH-10001854,Furniture,Chairs,Consumer
15743,ES-2011-5125239,TEC-AC-10001258,Technology,Accessories,Home Office
35791,CA-2011-150798,FUR-CH-10000015,Furniture,Chairs,Consumer
36201,US-2011-161613,FUR-CH-10003746,Furniture,Chairs,Corporate
31061,ID-2011-86313,FUR-TA-10000649,Furniture,Tables,Corporate
17043,ES-2011-3614277,TEC-CO-10004042,Technology,Copiers,Home Office
11244,IT-2011-5515844,OFF-BI-10002172,Office Supplies,Binders,Corporate
39300,CA-2011-143210,TEC-PH-10004434,Technology,Phones,Consumer
35788,CA-2011-150798,TEC-CO-10001571,Technology,Copiers,Consumer
28276,IN-2011-38895,FUR-FU-10000666,Furniture,Furnishings,Consumer
2097,MX-2011-149272,FUR-BO-10004565,Furniture,Bookcases,Consumer
13115,IT-2011-5348771,OFF-ST-10001222,Office Supplies,Storage,Consumer
17044,ES-2011-3614277,OFF-ST-10000632,Office Supplies,Storage,Home Office
26195,IN-2011-30033,TEC-CO-10002788,Technology,Copiers,Consumer
15647,ES-2011-3897276,OFF-EN-10002789,Office Supplies,Envelopes,Home Office
22193,IN-2011-49752,FUR-CH-10004049,Furniture,Chairs,Consumer
2095,MX-2011-149272,FUR-BO-10002679,Furniture,Bookcases,Consumer
6564,MX-2011-125171,FUR-FU-10004339,Furniture,Furnishings,Consumer
22194,IN-2011-49752,OFF-LA-10003141,Office Supplies,Labels,Consumer
33089,CA-2011-120474,OFF-AR-10000475,Office Supplies,Art,Consumer
49690,PU-2011-2920,OFF-FEL-10003785,Office Supplies,Storage,Home Office
9799,MX-2011-115140,FUR-CH-10003697,Furniture,Chairs,Consumer
22192,IN-2011-49752,OFF-AR-10001823,Office Supplies,Art,Consumer
9798,MX-2011-115140,OFF-BI-10001987,Office Supplies,Binders,Consumer
9802,MX-2011-115140,TEC-AC-10004451,Technology,Accessories,Consumer
17882,ES-2011-5407941,OFF-PA-10001323,Office Supplies,Paper,Consumer
39301,CA-2011-143210,FUR-FU-10003878,Furniture,Furnishings,Consumer
33372,CA-2011-131051,FUR-FU-10001861,Furniture,Furnishings,Consumer
34495,CA-2011-131527,TEC-PH-10001644,Technology,Phones,Consumer
666,US-2011-157238,TEC-PH-10001427,Technology,Phones,Corporate
26196,IN-2011-30033,FUR-FU-10000628,Furniture,Furnishings,Consumer
4611,MX-2011-102113,OFF-LA-10003955,Office Supplies,Labels,Consumer
41701,NI-2011-1760,OFF-ADV-10002549,Office Supplies,Fasteners,Home Office
22195,IN-2011-49752,OFF-AR-10002897,Office Supplies,Art,Consumer
4610,MX-2011-102113,OFF-AR-10002486,Office Supplies,Art,Consumer
9800,MX-2011-115140,OFF-PA-10002363,Office Supplies,Paper,Consumer
35790,CA-2011-150798,OFF-PA-10001972,Office Supplies,Paper,Consumer
2096,MX-2011-149272,FUR-CH-10004652,Furniture,Chairs,Consumer
26197,IN-2011-30033,OFF-BI-10004553,Office Supplies,Binders,Consumer
49689,PU-2011-2920,OFF-OIC-10000121,Office Supplies,Fasteners,Home Office
39302,CA-2011-143210,FUR-FU-10002268,Furniture,Furnishings,Consumer
13116,IT-2011-5348771,OFF-LA-10004774,Office Supplies,Labels,Consumer
35789,CA-2011-150798,FUR-FU-10000221,Furniture,Furnishings,Consumer
41702,NI-2011-1760,OFF-IBI-10000440,Office Supplies,Binders,Home Office
9801,MX-2011-115140,OFF-LA-10003487,Office Supplies,Labels,Consumer
49550,CA-2011-1510,TEC-OKI-10002750,Technology,Machines,Consumer
21664,IN-2011-56990,FUR-BO-10003913,Furniture,Bookcases,Corporate
10716,ES-2011-1640672,TEC-PH-10001432,Technology,Phones,Corporate
16552,IT-2011-1877466,TEC-CO-10000660,Technology,Copiers,Consumer
21663,IN-2011-56990,OFF-ST-10000362,Office Supplies,Storage,Corporate
14641,ES-2011-2511634,TEC-PH-10000800,Technology,Phones,Corporate
13511,IT-2011-4488946,TEC-CO-10004042,Technology,Copiers,Corporate
21665,IN-2011-56990,FUR-TA-10000665,Furniture,Tables,Corporate
