Row_ID,Sales,Quantity,Profit,cost_price,Months,years
9046,19.3,1,3.66,15.64,1,2011
16360,21.42,3,5.31,16.11,1,2011
46827,18.24,4,6.48,11.76,1,2011
34490,3.648,3,-6.0192,9.6672,1,2011
42692,1016.64,4,406.56,610.08,1,2011
6860,231.97512,2,43.69512,188.28,1,2011
49960,103.56,2,18.6,84.96,1,2011
43388,104.76,6,3.06,101.7,1,2011
42691,66.42,1,0.66,65.76,1,2011
8419,52.332,7,-34.048,86.38,1,2011
6861,22,2,3.08,18.92,1,2011
42690,12.9,2,4.98,7.92,1,2011
43389,8.91,1,1.59,7.32,1,2011
40002,4.71,1,0,4.71,1,2011
32103,1983.968,4,247.996,1735.972,1,2011
23849,743.13,3,230.31,512.82,1,2011
14794,1592.7,5,652.95,939.75,1,2011
48319,1549.98,6,139.32,1410.66,1,2011
21077,283.26,4,-181.38,464.64,1,2011
50931,527.16,2,131.76,395.4,1,2011
48321,593.64,12,94.68,498.96,1,2011
17719,770.22,10,38.22,732,1,2011
35365,978.84,9,110.1195,868.7205,1,2011
34128,443.92,5,-94.333,538.253,1,2011
3035,388.608,2,29.128,359.48,1,2011
21079,196.8,8,-66.96,263.76,1,2011
17718,677.4,4,60.96,616.44,1,2011
20238,928.8,5,361.2,567.6,1,2011
21080,121.575,5,-92.475,214.05,1,2011
21078,519.525,5,-394.875,914.4,1,2011
8447,253.98256,2,-128.29744,382.28,1,2011
43893,200.394,6,11.034,189.36,1,2011
17720,588.6,4,276.6,312,1,2011
21082,142.44,4,-25.68,168.12,1,2011
38855,533.94,3,154.8426,379.0974,1,2011
21076,82.62,9,-29.97,112.59,1,2011
50930,266.91,1,2.64,264.27,1,2011
28954,323.46,6,138.96,184.5,1,2011
17722,494.316,6,-0.144,494.46,1,2011
17066,367.524,2,-16.356,383.88,1,2011
28953,255.45,5,28.05,227.4,1,2011
50932,128.43,1,1.26,127.17,1,2011
21084,98.592,2,22.152,76.44,1,2011
23848,131.94,3,10.53,121.41,1,2011
17721,144.27,3,12.96,131.31,1,2011
17065,160.65,5,80.25,80.4,1,2011
21075,48.93,2,-5.91,54.84,1,2011
14261,112.212,4,4.932,107.28,1,2011
17064,147.96,3,35.46,112.5,1,2011
39685,76.12,2,22.0748,54.0452,1,2011
17067,125.37,3,0,125.37,1,2011
48085,50.436,1,-54.234,104.67,1,2011
36124,69.52,2,19.4656,50.0544,1,2011
6937,94.128,3,-10.632,104.76,1,2011
41165,68.704,2,16.3172,52.3868,1,2011
23847,47.1,2,15.54,31.56,1,2011
3034,37.32,2,4.84,32.48,1,2011
20239,87.264,2,2.904,84.36,1,2011
49416,46.41,1,23.19,23.22,1,2011
21083,47.43,2,-14.25,61.68,1,2011
20236,87.48,3,25.29,62.19,1,2011
20237,137.25,5,38.4,98.85,1,2011
46411,18.768,2,-12.252,31.02,1,2011
8446,49.344,2,-23.856,73.2,1,2011
35364,47.808,12,15.5376,32.2704,1,2011
34129,155.976,3,54.5916,101.3844,1,2011
48083,32.508,1,-8.142,40.65,1,2011
21081,10.5,2,-8.22,18.72,1,2011
45070,28.62,6,12.24,16.38,1,2011
48320,28.62,6,12.24,16.38,1,2011
38856,167.94,3,82.2906,85.6494,1,2011
8445,33.18,7,4.34,28.84,1,2011
37192,44.4,3,22.2,22.2,1,2011
6913,8.84,2,4.24,4.6,1,2011
32102,43.176,3,4.3176,38.8584,1,2011
44459,33.18,2,4.92,28.26,1,2011
44461,28.23,1,0,28.23,1,2011
38857,31.68,6,9.8208,21.8592,1,2011
35455,15.696,3,5.1012,10.5948,1,2011
44460,15.75,1,1.71,14.04,1,2011
41167,22.428,3,-17.9424,40.3704,1,2011
1416,23.64,3,3.06,20.58,1,2011
48082,11.664,1,-9.066,20.73,1,2011
48086,6.984,1,-9.966,16.95,1,2011
35363,10.272,3,0.8988,9.3732,1,2011
37193,21.4,5,9.63,11.77,1,2011
36125,5.64,3,1.6356,4.0044,1,2011
48084,3.936,1,-4.254,8.19,1,2011
35362,7.52,5,1.41,6.11,1,2011
41166,3.132,2,-2.61,5.742,1,2011
33088,2807.84,8,673.8816,2133.9584,1,2011
15743,1795.92,7,843.99,951.93,1,2011
35791,909.72,6,-51.984,961.704,1,2011
36201,674.058,3,-19.2588,693.3168,1,2011
31061,1181.016,4,-334.704,1515.72,1,2011
17043,1894.05,5,700.65,1193.4,1,2011
11244,180.075,7,-90.195,270.27,1,2011
39300,271.9,2,78.851,193.049,1,2011
35788,659.988,2,109.998,549.99,1,2011
28276,219.78,2,59.34,160.44,1,2011
2097,491,5,122.7,368.3,1,2011
13115,392.445,9,-43.605,436.05,1,2011
17044,111.888,2,-2.532,114.42,1,2011
26195,181.3266,2,28.7466,152.58,1,2011
15647,173.61,9,10.26,163.35,1,2011
22193,103.38,2,40.26,63.12,1,2011
2095,583.8,7,186.76,397.04,1,2011
6564,220.08,3,50.58,169.5,1,2011
22194,102.33,9,51.03,51.3,1,2011
33089,46.64,4,12.5928,34.0472,1,2011
49690,58.32,1,25.65,32.67,1,2011
9799,117.66,3,12.9,104.76,1,2011
22192,75.72,4,37.8,37.92,1,2011
9798,102.18,3,1.02,101.16,1,2011
9802,76.62,3,21.42,55.2,1,2011
17882,26.49,1,4.74,21.75,1,2011
39301,45.84,3,15.5856,30.2544,1,2011
33372,58.2,3,28.518,29.682,1,2011
34495,95.968,4,9.5968,86.3712,1,2011
666,64.824,2,-16.216,81.04,1,2011
26196,55.0128,4,12.7728,42.24,1,2011
4611,57.12,7,2.8,54.32,1,2011
41701,25.272,6,-40.608,65.88,1,2011
22195,29.61,1,10.65,18.96,1,2011
4610,38.68,2,11.2,27.48,1,2011
9800,27.32,2,8.44,18.88,1,2011
35790,36.288,7,12.7008,23.5872,1,2011
2096,28.48,1,7.12,21.36,1,2011
26197,44.1228,4,17.4828,26.64,1,2011
49689,13.86,1,3.3,10.56,1,2011
39302,9.82,2,3.2406,6.5794,1,2011
13116,11.67,1,3.6,8.07,1,2011
35789,8.128,2,1.4224,6.7056,1,2011
41702,3.933,1,-8.277,12.21,1,2011
9801,6.34,1,2.2,4.14,1,2011
49550,314.22,1,3.12,311.1,2,2011
21664,1052.31,7,105.21,947.1,2,2011
10716,583.92,8,-58.56,642.48,2,2011
16552,549.927,6,-235.773,785.7,2,2011
21663,380.88,3,102.78,278.1,2,2011
14641,587.412,1,104.412,483,2,2011
13511,378.81,1,140.13,238.68,2,2011
21665,692.328,2,-207.732,900.06,2,2011
31837,468.9,6,206.316,262.584,2,2011
11249,729.48,2,240.72,488.76,2,2011
17341,161.514,2,43.014,118.5,2,2011
20564,334.3035,1,-109.9365,444.24,2,2011
13510,248.022,2,8.262,239.76,2,2011
21666,468.12,4,112.32,355.8,2,2011
11248,266.496,4,23.256,243.24,2,2011
10717,86.265,1,-0.015,86.28,2,2011
20566,104.8764,4,-47.5236,152.4,2,2011
16555,88.83,3,-76.14,164.97,2,2011
16554,45.975,5,-41.475,87.45,2,2011
16553,44.13,2,-7.95,52.08,2,2011
12286,44.1,2,7.92,36.18,2,2011
11250,56.88,1,0.54,56.34,2,2011
11251,116.04,4,12.72,103.32,2,2011
14640,37.8,1,18.12,19.68,2,2011
21662,94.65,5,42.45,52.2,2,2011
10718,13.185,1,-7.935,21.12,2,2011
20565,43.5024,6,-26.3376,69.84,2,2011
27225,34.02,2,7.92,26.1,2,2011
28740,775.278,7,146.328,628.95,2,2011
28739,776.466,6,94.806,681.66,2,2011
26294,682.4478,2,186.9678,495.48,2,2011
22083,257.742,3,31.482,226.26,2,2011
26293,1055.457,3,-34.083,1089.54,2,2011
41378,210.69,1,52.65,158.04,2,2011
41243,151.2,3,32.13,119.07,2,2011
28738,106.704,8,16.464,90.24,2,2011
8649,35.52,2,14.2,21.32,2,2011
37355,36.4,5,17.472,18.928,2,2011
28741,45.684,2,4.524,41.16,2,2011
37354,11.36,2,5.3392,6.0208,2,2011
41242,3.424,1,1.07,2.354,2,2011
54,683.496,3,-79.764,763.26,2,2011
36980,1049.93,7,293.9804,755.9496,2,2011
23445,1278,2,460.08,817.92,2,2011
28976,228.42,2,83.7,144.72,2,2011
10048,455.664,3,-307.596,763.26,2,2011
25253,522.72,3,214.29,308.43,2,2011
23447,3195,5,1150.2,2044.8,2,2011
10046,153.52452,3,-162.79548,316.32,2,2011
36981,154.9,5,40.274,114.626,2,2011
40216,177.68,2,46.1968,131.4832,2,2011
52,230.67252,3,-85.64748,316.32,2,2011
10047,114.76728,3,-61.15272,175.92,2,2011
45117,81.03,1,17.82,63.21,2,2011
23446,149.58,9,55.08,94.5,2,2011
23444,111.84,4,23.4,88.44,2,2011
53,172.43928,3,-3.48072,175.92,2,2011
10049,18.48,2,-5.12,23.6,2,2011
45116,18.93,1,7.56,11.37,2,2011
27414,11.8524,2,3.3924,8.46,2,2011
55,27.72,2,4.12,23.6,2,2011
40124,33.488,7,10.465,23.023,2,2011
36979,15.84,3,7.128,8.712,2,2011
45118,9.36,1,0,9.36,2,2011
40123,26.72,5,9.352,17.368,2,2011
21586,2754,6,358.02,2395.98,2,2011
21580,1057.38,2,454.62,602.76,2,2011
38333,479.984,2,89.997,389.987,2,2011
11631,1388.88,5,154.23,1234.65,2,2011
21585,246.48,4,93.6,152.88,2,2011
42502,309.36,2,18.54,290.82,2,2011
22101,520.56,4,36.36,484.2,2,2011
21582,337.23,3,10.08,327.15,2,2011
42504,266.28,4,117.12,149.16,2,2011
21583,155.7,3,55.98,99.72,2,2011
20538,236.1765,5,85.2765,150.9,2,2011
42503,287.58,2,8.58,279,2,2011
21584,80.73,3,30.6,50.13,2,2011
24140,476.763,5,78.363,398.4,2,2011
21581,115.05,5,2.25,112.8,2,2011
45716,73.206,1,-97.614,170.82,2,2011
18998,161.94,2,72.84,89.1,2,2011
46475,97.74,2,28.32,69.42,2,2011
37121,26.136,3,1.9602,24.1758,2,2011
42501,58.56,2,2.88,55.68,2,2011
46476,49.23,1,19.68,29.55,2,2011
24138,49.1775,5,13.6275,35.55,2,2011
24487,24.156,4,-11.484,35.64,2,2011
24139,22.908,2,-1.152,24.06,2,2011
11844,1252.584,3,-41.796,1294.38,2,2011
17062,2052.54,4,410.46,1642.08,2,2011
24285,413.3943,3,182.1843,231.21,2,2011
1492,1502.784,6,413.184,1089.6,2,2011
27428,976.08,4,361.08,615,2,2011
35186,356.94,2,107.082,249.858,2,2011
12317,441.9,3,0,441.9,2,2011
1494,449.64,6,184.32,265.32,2,2011
28795,1160.784,8,489.984,670.8,2,2011
21032,266.4,2,122.52,143.88,2,2011
21031,219.6,5,50.4,169.2,2,2011
3835,286.32,3,65.82,220.5,2,2011
35185,239.97,3,67.1916,172.7784,2,2011
20092,388.125,3,-357.075,745.2,2,2011
20094,243.27,6,-175.23,418.5,2,2011
24482,138.672,4,18.432,120.24,2,2011
1491,345.24,9,72.36,272.88,2,2011
16695,275.502,4,22.662,252.84,2,2011
44664,126.348,1,-161.112,287.46,2,2011
23641,182.7546,7,-89.8254,272.58,2,2011
20096,125.46,3,-105.39,230.85,2,2011
20097,90.18,4,-0.06,90.24,2,2011
12318,56.448,2,-0.972,57.42,2,2011
27429,112.08,8,4.32,107.76,2,2011
20093,100.92,5,4.92,96,2,2011
20095,49.77,2,-21.93,71.7,2,2011
1495,72.88,4,26.96,45.92,2,2011
27430,81.42,2,11.34,70.08,2,2011
32015,59.808,3,19.4376,40.3704,2,2011
17063,57.024,3,3.744,53.28,2,2011
32016,73.32,6,21.996,51.324,2,2011
27432,50.94,3,7.56,43.38,2,2011
48285,48.366,1,-67.734,116.1,2,2011
44667,22.632,1,-9.078,31.71,2,2011
23642,26.5848,2,-7.0752,33.66,2,2011
44663,21.864,1,-30.066,51.93,2,2011
23640,28.1868,2,4.7268,23.46,2,2011
27431,30.51,3,9.72,20.79,2,2011
1493,29.1,1,4.36,24.74,2,2011
1496,21.9,5,7.8,14.1,2,2011
35184,8.56,2,2.6536,5.9064,2,2011
44666,12.384,2,-9.936,22.32,2,2011
23639,7.5198,2,2.2998,5.22,2,2011
44665,9.888,2,-7.932,17.82,2,2011
31149,171.288,2,-39.972,211.26,2,2011
34029,73.98,2,19.9746,54.0054,2,2011
19233,34.875,3,-21.645,56.52,2,2011
1909,46.08,3,5.76,40.32,2,2011
1908,25.184,2,8.784,16.4,2,2011
31150,31.968,8,-1.632,33.6,2,2011
34030,5.58,1,2.1762,3.4038,2,2011
37471,838.38,2,226.3626,612.0174,2,2011
42921,275.4,2,-211.14,486.54,2,2011
20703,911.04,2,282.42,628.62,2,2011
42918,178.254,2,-368.406,546.66,2,2011
5947,847.872,12,222.432,625.44,2,2011
42912,142.623,1,-275.757,418.38,2,2011
50861,280.44,6,131.76,148.68,2,2011
26112,90.3,2,38.82,51.48,2,2011
50860,157.68,6,31.5,126.18,2,2011
42915,87.156,6,-125.064,212.22,2,2011
50859,101.52,4,33.48,68.04,2,2011
3490,179.88,6,61.08,118.8,2,2011
50862,101.1,2,11.1,90,2,2011
30052,262.935,2,-66.645,329.58,2,2011
20702,115.11,3,13.77,101.34,2,2011
5951,87.96,3,35.16,52.8,2,2011
31227,143.1,2,9.96,133.14,2,2011
42917,43.767,1,-80.253,124.02,2,2011
5950,96.8,10,23.2,73.6,2,2011
42913,18.9,6,-32.76,51.66,2,2011
460,13.296,4,0.416,12.88,2,2011
30051,116.0775,5,-65.5725,181.65,2,2011
42914,29.232,4,-29.328,58.56,2,2011
5948,62.16,2,29.8,32.36,2,2011
30769,34.02,2,11.22,22.8,2,2011
37469,26.7,5,12.549,14.151,2,2011
15331,22.74,2,6.36,16.38,2,2011
5949,28.96,4,6.32,22.64,2,2011
42916,10.566,2,-17.634,28.2,2,2011
37470,21.2,2,9.116,12.084,2,2011
42919,4.14,1,-7.05,11.19,2,2011
41901,10.41,1,3.51,6.9,2,2011
42920,4.788,1,-9.282,14.07,2,2011
42837,922.95,1,341.49,581.46,2,2011
20958,2076.606,6,59.166,2017.44,2,2011
40330,1793.98,2,843.1706,950.8094,2,2011
17763,1236.465,3,302.175,934.29,2,2011
20323,561.495,5,-316.605,878.1,2,2011
20322,249.84,4,69.84,180,2,2011
22541,189.96,4,0,189.96,2,2011
40436,475.944,7,95.1888,380.7552,2,2011
38585,559.71,3,-121.2705,680.9805,2,2011
7718,541.44,8,-189.6,731.04,2,2011
19117,307.395,5,99.045,208.35,2,2011
46001,486.36,4,213.96,272.4,2,2011
23501,578.64,4,98.28,480.36,2,2011
22871,213.3,5,33.15,180.15,2,2011
22870,220.968,6,4.788,216.18,2,2011
19116,95.64,4,21,74.64,2,2011
4941,158.6,5,39.6,119,2,2011
20957,243.81,3,26.73,217.08,2,2011
4939,405.92,8,68.96,336.96,2,2011
22539,80.1,3,39.24,40.86,2,2011
30180,174.33,4,27.81,146.52,2,2011
36226,57.75,5,16.17,41.58,2,2011
36325,239.976,3,53.9946,185.9814,2,2011
22540,86.4,3,12.96,73.44,2,2011
28772,352.59,7,158.55,194.04,2,2011
15281,147.96,3,16.2,131.76,2,2011
34222,70.71,1,4.9497,65.7603,2,2011
50569,131.07,1,14.4,116.67,2,2011
49883,44.97,1,13.47,31.5,2,2011
19118,43.83,3,14.4,29.43,2,2011
7716,79.884,3,-47.976,127.86,2,2011
49885,35.04,4,5.52,29.52,2,2011
22542,52.8,2,19.5,33.3,2,2011
50568,75,4,34.44,40.56,2,2011
27787,131.76,3,0,131.76,2,2011
45999,107.28,2,26.82,80.46,2,2011
50969,105.3,2,46.32,58.98,2,2011
49884,50.28,4,6.48,43.8,2,2011
27786,105.6,5,52.8,52.8,2,2011
46002,97.56,2,4.86,92.7,2,2011
23502,80.64,3,12.06,68.58,2,2011
20956,221.4,4,24.24,197.16,2,2011
7717,49.248,3,-8.232,57.48,2,2011
4940,34.3,5,7.8,26.5,2,2011
36227,14.94,3,7.0218,7.9182,2,2011
15282,23.16,2,7.62,15.54,2,2011
23500,86.58,6,32.76,53.82,2,2011
35700,21.24,3,8.0712,13.1688,2,2011
34221,19.9,1,8.955,10.945,2,2011
15280,68.22,6,15.66,52.56,2,2011
22872,18.063,1,8.013,10.05,2,2011
47824,17.88,1,-18.33,36.21,2,2011
7714,21.924,3,-1.836,23.76,2,2011
27785,20.52,3,6.75,13.77,2,2011
7719,13.32,5,-8.48,21.8,2,2011
23441,14.6916,2,0.8316,13.86,2,2011
46000,12.3,1,4.65,7.65,2,2011
23442,11.1552,2,3.7152,7.44,2,2011
7715,16.152,2,1.312,14.84,2,2011
28771,9.3,2,2.46,6.84,2,2011
34521,318.4,2,107.46,210.94,2,2011
34524,230.376,3,20.1579,210.2181,2,2011
34522,12.768,6,4.6284,8.1396,2,2011
34523,15.36,2,-3.264,18.624,2,2011
34520,4.672,2,1.46,3.212,2,2011
34519,9.408,2,3.4104,5.9976,2,2011
34525,7.16,1,-0.0895,7.2495,2,2011
1286,336.24,4,73.92,262.32,2,2011
16305,1262.061,3,-42.129,1304.19,2,2011
38573,799.92,10,239.976,559.944,2,2011
48211,177.66,6,62.1,115.56,2,2011
3072,607.92,6,91.08,516.84,2,2011
11474,649.35,5,25.95,623.4,2,2011
42035,385.02,2,127.02,258,2,2011
18413,593.46,7,250.53,342.93,2,2011
37798,539.964,6,-107.9928,647.9568,2,2011
38804,362.92,2,105.2468,257.6732,2,2011
23645,504.72,3,232.11,272.61,2,2011
51119,103.92,2,0,103.92,2,2011
1210,178.08,2,-44.52,222.6,2,2011
41373,136.68,1,46.47,90.21,2,2011
11473,199.584,4,22.104,177.48,2,2011
12648,154.26,3,13.86,140.4,2,2011
18848,177.84,8,81.6,96.24,2,2011
12647,85.23,3,35.73,49.5,2,2011
44542,102.84,2,9.24,93.6,2,2011
35821,89.34,6,24.1218,65.2182,2,2011
23644,227.82,2,0,227.82,2,2011
38803,46.384,2,5.2182,41.1658,2,2011
11472,71.34,1,9.96,61.38,2,2011
47196,64.824,2,-61.596,126.42,2,2011
2217,33.18,3,4.26,28.92,2,2011
23643,66.45,5,3.9,62.55,2,2011
37524,88.776,3,7.7679,81.0081,2,2011
47723,24.72,1,10.86,13.86,2,2011
